SCRAM,WEEK,EST_ST,EST_MSA,REGION,HWEIGHT,PWEIGHT,TBIRTH_YEAR,ABIRTH_YEAR,EGENDER,AGENDER,RHISPANIC,AHISPANIC,RRACE,ARACE,EEDUC,AEDUC,MS,THHLD_NUMPER,AHHLD_NUMPER,THHLD_NUMKID,AHHLD_NUMKID,THHLD_NUMADLT,RECVDVACC,DOSES,GETVACC,WHYNOT1,WHYNOT2,WHYNOT3,WHYNOT4,WHYNOT5,WHYNOT6,WHYNOT7,WHYNOT8,WHYNOT9,WHYNOT10,WHYNOT11,WHYNOTB1,WHYNOTB2,WHYNOTB3,WHYNOTB4,WHYNOTB5,WHYNOTB6,HADCOVID,WRKLOSS,EXPCTLOSS,ANYWORK,KINDWORK,RSNNOWRK,TW_START,UI_APPLY,UI_RECV,SSA_RECV,SSA_APPLY,SSAPGM1,SSAPGM2,SSAPGM3,SSAPGM4,SSAPGM5,SSALIKELY,SSAEXPCT1,SSAEXPCT2,SSAEXPCT3,SSAEXPCT4,SSAEXPCT5,SSADECISN,EIP,EIPSPND1,EIPSPND2,EIPSPND3,EIPSPND4,EIPSPND5,EIPSPND6,EIPSPND7,EIPSPND8,EIPSPND9,EIPSPND10,EIPSPND11,EIPSPND12,EIPSPND13,EXPNS_DIF,CHNGHOW1,CHNGHOW2,CHNGHOW3,CHNGHOW4,CHNGHOW5,CHNGHOW6,CHNGHOW7,CHNGHOW8,CHNGHOW9,CHNGHOW10,CHNGHOW11,CHNGHOW12,WHYCHNGD1,WHYCHNGD2,WHYCHNGD3,WHYCHNGD4,WHYCHNGD5,WHYCHNGD6,WHYCHNGD7,WHYCHNGD8,WHYCHNGD9,WHYCHNGD10,WHYCHNGD11,WHYCHNGD12,WHYCHNGD13,SPNDSRC1,SPNDSRC2,SPNDSRC3,SPNDSRC4,SPNDSRC5,SPNDSRC6,SPNDSRC7,SPNDSRC8,FEWRTRIPS,FEWRTRANS,PLNDTRIPS,CURFOODSUF,CHILDFOOD,FOODSUFRSN1,FOODSUFRSN2,FOODSUFRSN3,FOODSUFRSN4,FOODSUFRSN5,FREEFOOD,WHEREFREE1,WHEREFREE2,WHEREFREE3,WHEREFREE4,WHEREFREE5,WHEREFREE6,WHEREFREE7,SNAP_YN,TSPNDFOOD,TSPNDPRPD,ANXIOUS,WORRY,INTEREST,DOWN,HLTHINS1,HLTHINS2,HLTHINS3,HLTHINS4,HLTHINS5,HLTHINS6,HLTHINS7,HLTHINS8,PRIVHLTH,PUBHLTH,DELAY,NOTGET,PRESCRIPT,MH_SVCS,MH_NOTGET,TENURE,LIVQTR,RENTCUR,MORTCUR,MORTCONF,EVICT,FORCLOSE,ENROLL1,ENROLL2,ENROLL3,TEACH1,TEACH2,TEACH3,TEACH4,TEACH5,COMPAVAIL,COMP1,COMP2,COMP3,INTRNTAVAIL,INTRNT1,INTRNT2,INTRNT3,SCHLHRS,TSTDY_HRS,TCH_HRS,TNUM_PS,PSPLANS1,PSPLANS2,PSPLANS3,PSPLANS4,PSPLANS5,PSPLANS6,PSCHNG1,PSCHNG2,PSCHNG3,PSCHNG4,PSCHNG5,PSCHNG6,PSCHNG7,PSWHYCHG1,PSWHYCHG2,PSWHYCHG3,PSWHYCHG4,PSWHYCHG5,PSWHYCHG6,PSWHYCHG7,PSWHYCHG8,PSWHYCHG9,INCOME
V275540662M33530383200022,12,6,41860,4,340.952629,651.4369645,1967,2,2,2,1,2,1,2,7,2,1,2,2,0,2,2,2,-88,1,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,2,2,2,1,3,-88,1,2,-88,2,2,-88,-88,-88,-88,-88,4,-88,-88,-88,-88,-88,1,4,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,1,-99,-99,-99,-99,-99,-99,-99,1,1,1,1,-88,-88,-88,-88,-88,-88,2,-88,-88,-88,-88,-88,-88,-88,2,NA,20,3,2,3,4,1,-99,-99,-99,-99,-99,-99,-99,1,3,1,2,2,2,2,3,5,1,-88,4,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,2,1,-99,-99,-99,-99,1,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,-99,-99,6
V275540861M10060126500012,12,6,41860,4,460.6935575,1320.327755,1959,2,2,2,1,2,1,2,4,2,2,3,2,0,2,3,2,-88,3,1,1,-99,-99,-99,1,-99,-99,1,-99,-99,-88,-88,-88,-88,-88,-88,2,1,2,2,-88,12,3,2,-88,1,2,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,4,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,3,1,-99,-99,1,-99,-99,1,-99,1,-99,-99,-99,-99,-99,1,1,1,-99,-99,-99,-99,1,-99,1,-99,1,1,1,-99,1,-99,-99,-99,2,1,1,2,-88,1,-99,-99,-99,-99,2,-88,-88,-88,-88,-88,-88,-88,2,NA,300,4,4,4,3,1,2,2,2,2,2,2,2,1,2,2,2,2,1,2,3,2,1,-88,3,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,2,1,1,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,1,-99,-99,-99,1,-99,1,1,-99,-99,5
V275540861M10060993300012,12,6,41860,4,663.7110965,634.0557386,1979,2,2,2,1,2,3,2,7,2,5,1,2,0,2,1,1,1,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,2,2,2,1,2,-88,3,1,1,2,2,-88,-88,-88,-88,-88,4,-88,-88,-88,-88,-88,1,4,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,1,1,-99,-99,-99,-99,1,-99,-99,1,-99,-99,-99,1,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,1,3,1,1,-88,-88,-88,-88,-88,-88,2,-88,-88,-88,-88,-88,-88,-88,2,NA,-99,2,1,1,1,1,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,-88,1,4,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,0,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,7
V275540861M18060147710012,12,6,41860,4,665.8517568,1272.201504,1987,2,2,2,1,2,1,2,7,2,1,3,2,1,2,2,1,1,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,2,1,2,1,-99,-88,1,2,-88,2,2,-88,-88,-88,-88,-88,4,-88,-88,-88,-88,-88,-99,4,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,1,1,1,-99,1,-99,1,-99,-99,-99,-99,1,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,2,1,1,1,-88,-88,-88,-88,-88,-88,2,-88,-88,-88,-88,-88,-88,-88,2,NA,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,3,3,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88
V275540861M57060677410022,12,6,41860,4,1088.088473,1039.471457,1988,2,2,2,1,2,3,2,4,2,5,1,2,0,2,1,1,1,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,2,1,2,1,-99,-88,2,1,1,2,2,-88,-88,-88,-88,-88,4,-88,-88,-88,-88,-88,1,3,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,1,-99,-99,-99,-99,-99,-99,-99,1,1,1,1,-88,-88,-88,-88,-88,-88,2,-88,-88,-88,-88,-88,-88,-88,2,NA,50,2,2,2,2,-88,-88,-88,-88,-88,-88,-88,-88,3,3,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88
V275540907M13240852400012,12,6,NA,4,940.1708984,1796.326012,1956,2,2,1,1,2,4,2,7,2,-99,2,2,0,2,2,2,-88,1,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,2,1,1,2,-88,9,1,1,2,1,1,1,-99,-99,-99,-99,-88,-88,-88,-88,-88,-88,3,3,-99,-99,-99,-99,-99,1,-99,-99,-99,1,-99,-99,-99,3,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-99,1,-99,-99,-99,-99,-99,-99,1,1,1,2,-88,1,-99,-99,-99,-99,2,-88,-88,-88,-88,-88,-88,-88,2,NA,0,3,2,4,3,1,2,2,2,2,2,2,2,1,2,1,1,2,2,2,3,9,2,-88,1,2,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,0,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,6
V275550000S12500408900022,12,6,NA,4,191.4749994,731.6787247,1982,2,1,2,1,2,3,2,6,2,5,4,2,0,2,4,1,1,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,2,2,2,1,1,-88,2,2,-88,2,2,-88,-88,-88,-88,-88,4,-88,-88,-88,-88,-88,2,4,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,2,1,-99,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,1,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,1,1,-99,-99,1,-99,-99,2,1,1,2,-88,-99,-99,1,-99,1,2,-88,-88,-88,-88,-88,-88,-88,2,NA,25,1,1,2,1,1,1,2,2,2,2,2,1,1,2,1,1,2,2,2,2,2,-88,1,4,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,0,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,8
V275600005S12051580410012,12,6,NA,4,727.9199085,2781.582515,1970,2,2,2,1,2,1,2,4,2,1,5,2,1,2,4,2,-88,2,-99,-99,-99,-99,-99,-99,1,1,-99,-99,-99,-88,-88,-88,-88,-88,-88,2,1,2,1,2,-88,2,2,-88,2,2,-88,-88,-88,-88,-88,4,-88,-88,-88,-88,-88,1,4,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,3,-99,-99,1,-99,-99,1,-99,1,-99,-99,-99,-99,1,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,1,1,1,2,3,1,-99,-99,-99,-99,1,1,1,-99,1,-99,-99,-99,2,NA,20,4,4,2,1,1,1,2,2,2,2,2,1,1,2,1,1,2,2,2,3,5,1,-88,4,-88,-88,1,-99,-99,-99,1,-99,-99,-99,1,1,-99,-99,1,-99,1,-99,4,3,1,0,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,2
V275600006S75060690200012,12,6,NA,4,4104.11861,3920.741977,1978,2,2,2,1,2,1,2,4,2,5,1,2,0,2,1,2,-88,2,1,-99,-99,-99,-99,-99,1,-99,-99,-99,-99,-88,-88,-88,-88,-88,-88,2,2,2,2,-88,6,2,2,-88,1,2,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,4,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,1,-99,-99,-99,-99,-99,-99,-99,2,3,2,1,-88,-88,-88,-88,-88,-88,2,-88,-88,-88,-88,-88,-88,-88,2,NA,0,4,3,4,4,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,3,3,2,-88,4,4,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,0,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,1
V275600006S79060843700012,12,6,NA,4,8739.928287,8349.418466,1964,2,2,2,1,2,3,2,6,2,3,1,2,0,2,1,2,-88,1,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,2,1,2,2,-88,8,1,1,1,2,2,-88,-88,-88,-88,-88,4,-88,-88,-88,-88,-88,1,4,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,1,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,1,-99,-99,-99,-99,-99,1,3,1,1,-88,-88,-88,-88,-88,-88,2,-88,-88,-88,-88,-88,-88,-88,2,NA,150,1,1,1,1,2,1,2,2,2,2,2,2,1,2,1,1,2,2,2,2,2,-88,1,4,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,0,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,5
V275610008S79180461010022,12,6,NA,4,1324.802535,2531.217737,1989,2,2,2,1,2,1,2,7,2,1,2,2,0,2,2,2,-88,1,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,2,2,2,1,3,-88,1,2,-88,2,2,-88,-88,-88,-88,-88,4,-88,-88,-88,-88,-88,1,3,1,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,2,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,1,-99,-99,-99,-99,1,1,-99,-99,-99,1,-99,-99,1,1,1,2,-88,1,-99,-99,-99,-99,2,-88,-88,-88,-88,-88,-88,-88,2,NA,40,3,3,3,2,1,2,2,2,2,2,2,2,1,2,1,2,1,1,1,2,2,-88,1,4,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,0,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,1
V275630002S30320331310022,12,6,NA,4,931.7736235,2670.422792,1980,2,1,2,2,2,1,2,4,2,3,5,2,2,2,3,2,-88,1,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,2,1,2,1,2,-88,1,1,1,2,2,-88,-88,-88,-88,-88,4,-88,-88,-88,-88,-88,2,4,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,3,-99,-99,-99,-99,-99,1,-99,1,-99,-99,-99,-99,1,-99,1,-99,1,-99,-99,-99,-99,-99,1,-99,-99,-99,-99,1,1,1,1,-99,-99,1,1,2,1,-88,-88,-88,-88,-88,-88,2,-88,-88,-88,-88,-88,-88,-88,1,NA,200,2,2,2,2,1,2,2,1,2,2,2,2,1,1,2,2,2,2,1,2,2,-88,1,4,-88,-88,1,-99,-99,1,-99,-99,-99,-99,1,-99,1,-99,1,-99,1,-99,4,5,3,0,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,3
V275630081M73060438900022,12,6,31080,4,3788.631856,3619.351526,1983,2,1,2,2,2,1,2,7,2,3,3,2,2,2,1,2,-88,4,1,1,1,-99,1,-99,-99,-99,-99,-99,1,-99,-99,-99,-99,-99,1,2,2,2,1,1,-88,1,1,2,2,2,-88,-88,-88,-88,-88,4,-88,-88,-88,-88,-88,1,3,-99,-99,-99,-99,-99,-99,1,1,-99,1,-99,-99,-99,3,-99,-99,1,-99,-99,-99,1,-99,1,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,1,-99,1,-99,-99,-99,1,1,-99,-99,-99,1,-99,-99,2,3,1,1,-88,-88,-88,-88,-88,-88,2,-88,-88,-88,-88,-88,-88,-88,2,NA,500,1,1,1,1,2,2,2,2,2,1,2,2,2,1,2,2,1,1,2,2,3,-88,2,3,-88,4,1,-99,-99,-99,-99,-99,1,-99,1,1,1,-99,1,-99,1,-99,4,10,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88
V275630081M73060572000012,12,6,31080,4,1337.35766,2555.206032,1936,2,1,2,1,2,1,2,6,2,1,2,2,0,1,2,1,1,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,2,2,2,2,-88,7,2,2,-88,1,2,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,1,1,-99,-99,-99,-99,-99,1,1,-99,-99,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,1,-99,-99,-99,-99,-99,-99,-99,2,2,1,1,-88,-88,-88,-88,-88,-88,2,-88,-88,-88,-88,-88,-88,-88,2,NA,25,1,1,1,1,2,1,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,-88,1,4,-88,-88,-99,-99,1,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,0,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,7
V275630987M30100651700022,12,6,31080,4,238.343989,455.3890232,1988,2,2,2,1,2,3,2,6,2,1,2,2,0,2,2,2,-88,1,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,2,1,2,2,-88,12,1,2,-88,2,2,-88,-88,-88,-88,-88,4,-88,-88,-88,-88,-88,1,3,1,-99,-99,-99,-99,1,-99,1,-99,1,-99,-99,-99,3,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,1,-99,-99,-99,-99,1,1,1,2,-88,1,1,1,-99,-99,2,-88,-88,-88,-88,-88,-88,-88,2,NA,20,4,4,4,4,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,3,7,1,-88,3,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,1,-99,-99,-99,1,-99,-99,1,-99,-99,-99,-99,-99,-99,-88,-88,-88,-88,-88,-88,-88,-88,-88,2
V275640008S51482627400022,12,6,NA,4,4757.789108,13635.61723,1979,2,2,2,2,2,1,2,4,2,1,5,2,2,2,3,2,-88,3,1,-99,1,-99,-99,1,-99,-99,1,-99,-99,-99,1,1,-99,-99,-99,2,2,2,2,-88,12,2,2,-88,2,2,-88,-88,-88,-88,-88,4,-88,-88,-88,-88,-88,1,2,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,1,1,1,-99,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,1,3,1,1,-88,-88,-88,-88,-88,-88,2,-88,-88,-88,-88,-88,-88,-88,2,NA,200,1,1,1,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,3,2,1,-88,4,-88,-88,1,-99,-99,1,1,1,-99,-99,1,1,1,-99,1,-99,1,-99,4,5,1,1,-99,1,-99,-99,-99,-99,1,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,6
V275640140M17060071310012,12,6,40140,4,1487.135002,2841.376277,1963,2,2,2,1,2,3,2,5,2,1,2,2,0,2,2,1,1,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,2,2,2,1,1,-88,2,2,-88,2,2,-88,-88,-88,-88,-88,4,-88,-88,-88,-88,-88,2,3,1,-99,1,-99,-99,-99,-99,1,-99,-99,-99,-99,-99,3,-99,1,-99,1,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,1,-99,-99,-99,1,-99,-99,1,1,-99,-99,-99,1,-99,-99,1,3,1,1,-88,-88,-88,-88,-88,-88,2,-88,-88,-88,-88,-88,-88,-88,2,NA,20,2,2,2,1,1,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,-88,1,4,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,0,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,5
V275640140M17060532310022,12,6,40140,4,579.2922931,1660.226587,1980,2,1,2,1,2,1,2,6,2,1,5,2,2,2,3,1,1,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,2,1,1,2,-88,8,2,1,1,2,2,-88,-88,-88,-88,-88,4,-88,-88,-88,-88,-88,2,1,1,1,1,1,-99,-99,-99,1,1,1,-99,-99,-99,4,1,1,-99,1,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,1,-99,1,1,-99,-99,2,1,1,1,-88,-88,-88,-88,-88,-88,1,1,-99,-99,-99,-99,-99,-99,2,NA,50,4,3,4,3,1,2,2,2,2,2,2,2,1,2,1,1,2,2,2,1,2,-88,-88,-88,-88,-88,1,-99,-99,-99,1,1,-99,-99,1,1,1,-99,1,-99,1,-99,4,1,1,0,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,8
V275640140M56060021800012,12,6,40140,4,397.8901541,380.1119747,1947,2,2,2,1,2,1,2,7,2,1,2,2,1,2,1,1,1,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,2,2,2,2,-88,7,-99,2,-88,1,2,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,4,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,1,-99,-99,-99,-99,-99,1,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,2,3,2,1,-88,-88,-88,-88,-88,-88,2,-88,-88,-88,-88,-88,-88,-88,2,NA,30,1,1,1,1,2,1,1,2,2,2,2,2,1,1,1,2,2,2,2,2,3,-88,1,4,-88,-88,-99,-99,1,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,1,-99,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,1,-99
V275640140M56060187700022,12,6,40140,4,601.2991219,574.4324012,1934,2,2,2,1,1,1,2,4,2,2,1,2,0,2,1,2,-88,1,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,1,2,2,2,-88,7,-99,2,-88,2,2,-88,-88,-88,-88,-88,4,-88,-88,-88,-88,-88,1,4,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,NA,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,3,3,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88
V275640140M56060888400012,12,6,40140,4,630.9697856,3616.664078,1974,2,2,2,1,2,1,2,5,2,3,6,2,0,2,6,1,1,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,2,2,1,2,-88,6,3,2,-88,1,1,-99,1,-99,-99,-99,-88,-88,-88,-88,-88,-88,1,3,1,-99,1,-99,-99,-99,1,1,-99,1,-99,-99,-99,4,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,1,1,-99,-99,-99,-99,2,2,1,3,-88,1,-99,-99,-99,-99,2,-88,-88,-88,-88,-88,-88,-88,-99,NA,0,3,2,3,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,-88,1,2,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,3,-99,1,-99,-99,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,3
V275640861M10060124500012,12,6,41860,4,493.9918955,943.8395647,1981,2,1,2,1,2,1,2,6,2,1,3,2,1,2,2,2,-88,1,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,2,2,2,1,2,-88,1,2,-88,2,2,-88,-88,-88,-88,-88,4,-88,-88,-88,-88,-88,1,2,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,1,-99,-99,-99,-99,-99,-99,-99,1,1,1,1,-88,-88,-88,-88,-88,-88,2,-88,-88,-88,-88,-88,-88,-88,2,NA,500,4,2,3,4,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,3,9,1,-88,4,-88,-88,-99,-99,1,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,0,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,8
